epi,t,reward,normo,hypo,sev_hypo,hyper,lgbi,hgbi,ri,sev_hyper,aBGP_rmse,cBGP_rmse
0,37,19.221073,81.08108108108108,8.108108108108109,10.81081081081081,0.0,10.258065,2.0807598,12.338825,0.0,0,0
1,34,16.885807,85.29411764705883,5.882352941176471,8.823529411764707,0.0,15.580518,0.9584375,16.538956,0.0,0,0
2,44,25.534603,75.0,18.181818181818183,6.818181818181818,0.0,10.457371,2.4796362,12.937007,0.0,0,0
3,36,16.164225,63.888888888888886,8.333333333333334,27.77777777777778,0.0,19.042595,4.3785343,23.42113,0.0,0,0
4,37,18.641674,64.86486486486487,18.91891891891892,10.81081081081081,5.405405405405405,10.387533,3.8918798,14.279413,0.0,0,0
5,37,19.286655,72.97297297297297,21.62162162162162,5.405405405405405,0.0,7.966521,1.8726695,9.8391905,0.0,0,0
6,27,9.535706,74.07407407407408,11.11111111111111,14.814814814814815,0.0,11.944326,2.0403864,13.984713,0.0,0,0
7,37,19.360718,78.37837837837837,16.216216216216218,5.405405405405405,0.0,9.450645,2.4207227,11.871368,0.0,0,0
8,30,11.8664875,73.33333333333333,6.666666666666667,13.333333333333334,6.666666666666667,14.197193,5.014401,19.211594,0.0,0,0
9,41,23.26929,82.92682926829268,7.317073170731708,9.75609756097561,0.0,8.294924,1.1333349,9.428259,0.0,0,0
10,37,19.769825,91.89189189189189,2.7027027027027026,5.405405405405405,0.0,6.9655905,2.9418,9.907391,0.0,0,0
11,31,13.0955715,77.41935483870968,9.67741935483871,12.903225806451612,0.0,14.859546,2.6437662,17.503311,0.0,0,0
12,25,8.045864,80.0,12.0,8.0,0.0,10.574265,1.2320913,11.806355,0.0,0,0
13,27,9.571394,70.37037037037037,14.814814814814815,14.814814814814815,0.0,9.873481,0.3628733,10.236354,0.0,0,0
14,47,28.55856,80.85106382978724,8.51063829787234,8.51063829787234,2.127659574468085,11.963959,3.2112365,15.175196,0.0,0,0
15,30,11.9382305,73.33333333333333,6.666666666666667,20.0,0.0,13.899272,0.61419845,14.513471,0.0,0,0
16,26,8.814203,84.61538461538461,7.6923076923076925,7.6923076923076925,0.0,12.003557,3.3717563,15.375314,0.0,0,0
17,27,9.364687,74.07407407407408,11.11111111111111,14.814814814814815,0.0,11.779135,2.0801363,13.859271,0.0,0,0
18,57,36.406376,64.91228070175438,12.280701754385966,22.80701754385965,0.0,15.233834,2.440639,17.674473,0.0,0,0
19,42,23.33945,69.04761904761905,11.904761904761905,7.142857142857143,11.904761904761905,13.390405,4.4545236,17.844929,0.0,0,0
20,29,11.223795,65.51724137931035,20.689655172413794,13.793103448275861,0.0,14.132067,1.1272491,15.2593155,0.0,0,0
21,40,22.573824,85.0,7.5,7.5,0.0,7.79693,1.1973846,8.994314,0.0,0,0
22,40,22.554363,85.0,7.5,7.5,0.0,7.9461875,1.1883572,9.134544,0.0,0,0
23,47,28.452278,80.85106382978724,6.382978723404255,12.76595744680851,0.0,9.569457,2.096941,11.666398,0.0,0,0
24,47,28.78933,76.59574468085107,17.02127659574468,6.382978723404255,0.0,10.887235,1.1739556,12.061191,0.0,0,0
25,36,18.052567,75.0,16.666666666666668,8.333333333333334,0.0,11.91658,2.522444,14.439024,0.0,0,0
26,34,16.12049,70.58823529411765,17.647058823529413,11.764705882352942,0.0,11.304762,1.4106257,12.715387,0.0,0,0
27,40,22.13988,85.0,7.5,7.5,0.0,9.137848,2.0680363,11.205884,0.0,0,0
28,27,9.538765,81.48148148148148,7.407407407407407,11.11111111111111,0.0,12.157472,2.5573564,14.7148285,0.0,0,0
29,47,27.555244,76.59574468085107,6.382978723404255,17.02127659574468,0.0,13.811876,3.5557606,17.367638,0.0,0,0
30,43,25.4888,83.72093023255815,6.976744186046512,9.30232558139535,0.0,7.8981338,0.99444634,8.89258,0.0,0,0
31,38,20.039848,78.94736842105263,13.157894736842104,7.894736842105263,0.0,9.985195,2.707703,12.692898,0.0,0,0
32,46,28.707096,91.30434782608695,2.1739130434782608,6.521739130434782,0.0,7.420999,1.3996894,8.820688,0.0,0,0
33,35,17.44085,82.85714285714286,8.571428571428571,8.571428571428571,0.0,10.422082,2.2888591,12.710941,0.0,0,0
34,32,14.5158,78.125,12.5,9.375,0.0,13.632783,1.6623737,15.2951565,0.0,0,0
35,52,33.16481,78.84615384615384,9.615384615384615,11.538461538461538,0.0,10.460061,0.79269224,11.252753,0.0,0,0
36,41,23.518585,87.8048780487805,4.878048780487805,7.317073170731708,0.0,9.971719,1.6757932,11.647512,0.0,0,0
37,43,23.496704,72.09302325581395,6.976744186046512,20.930232558139537,0.0,17.747295,1.4523437,19.199638,0.0,0,0
38,36,18.536533,86.11111111111111,5.555555555555555,8.333333333333334,0.0,11.393586,1.9895986,13.383184,0.0,0,0
39,41,22.835022,85.36585365853658,2.4390243902439024,12.195121951219512,0.0,11.29978,2.9516268,14.251407,0.0,0,0
40,34,16.145409,76.47058823529412,5.882352941176471,8.823529411764707,8.823529411764707,10.542316,4.0691395,14.611456,0.0,0,0
