epi,t,reward,normo,hypo,sev_hypo,hyper,lgbi,hgbi,ri,sev_hyper,aBGP_rmse,cBGP_rmse
0,38,19.707928,78.94736842105263,7.894736842105263,13.157894736842104,0.0,11.040812,3.0270982,14.067909,0.0,0,0
1,47,28.737427,72.34042553191489,23.404255319148938,4.25531914893617,0.0,8.596474,1.6118549,10.208328,0.0,0,0
2,43,25.500526,88.37209302325581,4.651162790697675,6.976744186046512,0.0,7.7510643,1.6372744,9.388339,0.0,0,0
3,34,15.703817,76.47058823529412,2.9411764705882355,20.58823529411765,0.0,11.163889,0.9394957,12.103385,0.0,0,0
4,48,27.68927,64.58333333333333,12.5,22.916666666666668,0.0,15.550049,1.6825027,17.232552,0.0,0,0
5,28,10.609465,75.0,10.714285714285714,14.285714285714286,0.0,11.760974,0.8949836,12.655957,0.0,0,0
6,30,12.667252,76.66666666666667,13.333333333333334,10.0,0.0,10.210587,1.7787251,11.989311,0.0,0,0
7,30,11.664612,60.0,20.0,13.333333333333334,6.666666666666667,13.243036,3.5760038,16.81904,0.0,0,0
8,38,19.390568,78.94736842105263,5.2631578947368425,15.789473684210526,0.0,11.730459,3.0982575,14.828716,0.0,0,0
9,32,14.253032,78.125,6.25,15.625,0.0,11.426131,1.2376052,12.663736,0.0,0,0
10,34,15.852463,73.52941176470588,8.823529411764707,17.647058823529413,0.0,13.30364,1.5342344,14.837874,0.0,0,0
11,32,14.657061,84.375,3.125,12.5,0.0,10.523498,1.3942989,11.917796,0.0,0,0
12,46,28.795803,91.30434782608695,4.3478260869565215,4.3478260869565215,0.0,9.558712,1.4832602,11.041972,0.0,0,0
13,36,17.822193,66.66666666666667,22.22222222222222,11.11111111111111,0.0,10.819772,1.9103006,12.730072,0.0,0,0
14,40,22.056662,77.5,7.5,15.0,0.0,8.200931,0.23409516,8.435026,0.0,0,0
15,37,19.447086,83.78378378378379,8.108108108108109,8.108108108108109,0.0,8.489757,2.4101803,10.899937,0.0,0,0
16,31,13.000402,70.96774193548387,16.129032258064516,12.903225806451612,0.0,14.002838,2.4716833,16.474522,0.0,0,0
