epi,t,reward,normo,hypo,sev_hypo,hyper,lgbi,hgbi,ri,sev_hyper,aBGP_rmse,cBGP_rmse
0,30,12.660368,83.33333333333333,10.0,6.666666666666667,0.0,9.47782,2.875521,12.353341,0.0,0,0
1,25,7.693596,80.0,8.0,12.0,0.0,11.905753,2.7008126,14.606565,0.0,0,0
2,35,17.168205,80.0,8.571428571428571,11.428571428571429,0.0,12.33949,2.311126,14.650616,0.0,0,0
3,31,13.354288,77.41935483870968,9.67741935483871,12.903225806451612,0.0,14.1577635,1.7260355,15.883799,0.0,0,0
4,33,15.48522,87.87878787878788,3.0303030303030303,9.090909090909092,0.0,10.128867,2.8963106,13.025178,0.0,0,0
5,28,10.633722,82.14285714285714,7.142857142857143,10.714285714285714,0.0,10.732337,1.7504444,12.482781,0.0,0,0
6,29,11.373108,79.3103448275862,6.896551724137931,13.793103448275861,0.0,14.480286,2.2591913,16.739477,0.0,0,0
7,28,10.2608795,75.0,7.142857142857143,17.857142857142858,0.0,17.021257,1.4582478,18.479506,0.0,0,0
8,32,14.321131,71.875,21.875,6.25,0.0,9.862852,2.5555675,12.41842,0.0,0,0
9,27,9.480431,77.77777777777777,7.407407407407407,14.814814814814815,0.0,11.839122,2.5836844,14.422806,0.0,0,0
10,32,13.957956,81.25,3.125,15.625,0.0,21.445946,2.9472048,24.39315,0.0,0,0
11,22,5.1089516,81.81818181818181,9.090909090909092,9.090909090909092,0.0,10.480698,1.7566271,12.237325,0.0,0,0
12,43,24.658134,74.4186046511628,18.6046511627907,6.976744186046512,0.0,10.893135,3.0476296,13.940764,0.0,0,0
13,32,14.620388,87.5,3.125,9.375,0.0,10.601112,2.443915,13.045027,0.0,0,0
14,36,18.187428,80.55555555555556,8.333333333333334,11.11111111111111,0.0,11.623597,2.5743158,14.197913,0.0,0,0
15,30,11.868362,70.0,10.0,20.0,0.0,13.996863,1.9504033,15.947267,0.0,0,0
16,34,16.276722,79.41176470588235,11.764705882352942,8.823529411764707,0.0,14.696357,2.1208851,16.817242,0.0,0,0
17,33,13.962067,66.66666666666667,6.0606060606060606,27.272727272727273,0.0,20.455706,1.9184852,22.374191,0.0,0,0
18,25,6.9835625,68.0,4.0,28.0,0.0,16.737925,2.9912248,19.729149,0.0,0,0
19,29,11.606201,82.75862068965517,6.896551724137931,10.344827586206897,0.0,14.071991,1.9362899,16.008282,0.0,0,0
20,33,15.263039,81.81818181818181,6.0606060606060606,12.121212121212121,0.0,11.845729,2.4168513,14.26258,0.0,0,0
21,30,12.8395,83.33333333333333,6.666666666666667,10.0,0.0,10.390914,1.6389338,12.029848,0.0,0,0
22,31,13.593149,77.41935483870968,12.903225806451612,9.67741935483871,0.0,12.348286,1.6123646,13.96065,0.0,0,0
23,35,17.141861,74.28571428571429,17.142857142857142,8.571428571428571,0.0,12.229004,2.5101788,14.739182,0.0,0,0
24,25,7.760063,84.0,4.0,12.0,0.0,12.975957,2.8342419,15.810199,0.0,0,0
25,34,15.843424,76.47058823529412,8.823529411764707,14.705882352941176,0.0,12.694696,2.8129253,15.507622,0.0,0,0
26,30,12.609644,86.66666666666667,3.3333333333333335,10.0,0.0,10.975373,2.9496036,13.924976,0.0,0,0
27,25,7.925556,76.0,16.0,8.0,0.0,10.527978,1.4811574,12.009135,0.0,0,0
28,28,10.51837,71.42857142857143,17.857142857142858,10.714285714285714,0.0,13.191364,0.9297481,14.121113,0.0,0,0
29,38,19.239277,68.42105263157895,7.894736842105263,23.68421052631579,0.0,16.677588,1.4198622,18.09745,0.0,0,0
30,27,9.682564,81.48148148148148,7.407407407407407,11.11111111111111,0.0,10.644339,2.250058,12.894397,0.0,0,0
31,25,7.427677,76.0,8.0,16.0,0.0,13.646619,3.2314324,16.878052,0.0,0,0
32,27,9.641634,77.77777777777777,11.11111111111111,11.11111111111111,0.0,10.680797,1.1463729,11.827169,0.0,0,0
33,22,4.8775864,81.81818181818181,4.545454545454546,13.636363636363637,0.0,14.985016,3.032667,18.017683,0.0,0,0
34,23,5.6661797,78.26086956521739,8.695652173913043,13.043478260869565,0.0,13.204532,3.0361323,16.240664,0.0,0,0
35,36,18.42107,80.55555555555556,11.11111111111111,8.333333333333334,0.0,10.991484,1.9151193,12.906603,0.0,0,0
36,26,9.165524,84.61538461538461,7.6923076923076925,7.6923076923076925,0.0,11.021641,1.318325,12.339966,0.0,0,0
37,23,6.0300293,82.6086956521739,4.3478260869565215,13.043478260869565,0.0,11.253102,1.7398559,12.992958,0.0,0,0
38,29,11.222116,79.3103448275862,6.896551724137931,13.793103448275861,0.0,13.469354,3.1921253,16.66148,0.0,0,0
39,28,10.993002,85.71428571428571,7.142857142857143,7.142857142857143,0.0,8.409999,1.5078391,9.917838,0.0,0,0
40,25,7.1171303,68.0,8.0,24.0,0.0,17.98672,1.93982,19.926538,0.0,0,0
