epi,t,reward,normo,hypo,sev_hypo,hyper,lgbi,hgbi,ri,sev_hyper,aBGP_rmse,cBGP_rmse
0,25,7.9506035,84.0,4.0,12.0,0.0,12.307793,1.333968,13.641761,0.0,0,0
1,25,8.011173,84.0,4.0,12.0,0.0,10.584353,1.4718295,12.056183,0.0,0,0
2,24,6.3700085,75.0,4.166666666666667,20.833333333333332,0.0,15.411266,2.4302156,17.841482,0.0,0,0
3,40,22.379356,77.5,17.5,5.0,0.0,9.047428,1.6738517,10.72128,0.0,0,0
4,41,22.066132,63.41463414634146,17.073170731707318,19.51219512195122,0.0,12.023214,1.9285216,13.951736,0.0,0,0
5,35,17.53233,82.85714285714286,8.571428571428571,8.571428571428571,0.0,10.703894,1.6685063,12.3724,0.0,0,0
6,28,10.789829,85.71428571428571,7.142857142857143,7.142857142857143,0.0,10.885505,2.3185785,13.204083,0.0,0,0
7,29,11.705456,82.75862068965517,6.896551724137931,10.344827586206897,0.0,10.182648,2.67045,12.853098,0.0,0,0
8,25,7.9249535,84.0,4.0,12.0,0.0,11.650671,1.9429545,13.593626,0.0,0,0
9,30,12.72415,83.33333333333333,6.666666666666667,10.0,0.0,9.669968,1.896335,11.566302,0.0,0,0
10,21,3.98905,80.95238095238095,9.523809523809524,9.523809523809524,0.0,10.277304,3.3155782,13.592882,0.0,0,0
11,40,21.237522,72.5,15.0,12.5,0.0,13.635371,2.6302152,16.265587,0.0,0,0
12,34,15.897989,64.70588235294117,26.470588235294116,8.823529411764707,0.0,12.360292,1.5594449,13.919737,0.0,0,0
13,31,13.208427,80.64516129032258,6.451612903225806,12.903225806451612,0.0,13.247185,3.0684144,16.3156,0.0,0,0
14,35,17.373272,80.0,11.428571428571429,8.571428571428571,0.0,10.091797,2.4706695,12.562467,0.0,0,0
15,49,30.844154,83.6734693877551,4.081632653061225,12.244897959183673,0.0,12.707078,1.8031168,14.510195,0.0,0,0
16,37,19.134892,83.78378378378379,8.108108108108109,8.108108108108109,0.0,9.087726,2.5212438,11.60897,0.0,0,0
17,34,16.359917,73.52941176470588,20.58823529411765,5.882352941176471,0.0,11.661574,2.405946,14.06752,0.0,0,0
18,28,10.349079,75.0,10.714285714285714,14.285714285714286,0.0,11.626839,1.4315814,13.05842,0.0,0,0
19,28,10.792978,82.14285714285714,7.142857142857143,10.714285714285714,0.0,13.499515,1.3248103,14.824325,0.0,0,0
20,34,16.393469,85.29411764705883,2.9411764705882355,11.764705882352942,0.0,12.2561035,1.8782064,14.13431,0.0,0,0
21,32,14.693771,87.5,3.125,9.375,0.0,11.8678465,2.2763054,14.144152,0.0,0,0
22,29,11.157457,62.06896551724138,10.344827586206897,10.344827586206897,17.24137931034483,13.049409,4.378735,17.428144,0.0,0,0
23,24,6.995107,79.16666666666667,12.5,8.333333333333334,0.0,10.361622,1.1916519,11.553274,0.0,0,0
24,32,13.81171,71.875,12.5,15.625,0.0,13.304285,2.7530484,16.057333,0.0,0,0
25,30,12.5190735,80.0,6.666666666666667,13.333333333333334,0.0,13.491628,1.351028,14.842655,0.0,0,0
26,30,12.426468,80.0,10.0,10.0,0.0,13.468597,2.4904826,15.95908,0.0,0,0
27,27,9.360832,74.07407407407408,11.11111111111111,14.814814814814815,0.0,11.947157,3.3046288,15.251785,0.0,0,0
28,44,26.306622,84.0909090909091,9.090909090909092,6.818181818181818,0.0,7.606918,1.5472895,9.154207,0.0,0,0
29,23,5.684622,82.6086956521739,4.3478260869565215,13.043478260869565,0.0,14.554526,3.5490124,18.103539,0.0,0,0
30,27,9.805117,85.18518518518519,3.7037037037037037,11.11111111111111,0.0,10.869792,1.8127285,12.682521,0.0,0,0
31,26,8.821598,80.76923076923077,7.6923076923076925,11.538461538461538,0.0,12.988404,0.87392366,13.862328,0.0,0,0
32,42,23.562012,69.04761904761905,23.80952380952381,7.142857142857143,0.0,10.704846,1.8770069,12.581853,0.0,0,0
33,29,11.764868,82.75862068965517,6.896551724137931,10.344827586206897,0.0,12.944685,1.6949631,14.639648,0.0,0,0
34,25,7.209482,72.0,12.0,16.0,0.0,14.741309,3.9290452,18.670355,0.0,0,0
35,26,8.866018,84.61538461538461,3.8461538461538463,11.538461538461538,0.0,11.467027,1.6936039,13.16063,0.0,0,0
36,33,15.196049,63.63636363636363,30.303030303030305,6.0606060606060606,0.0,10.605713,2.360323,12.966036,0.0,0,0
37,26,9.061167,80.76923076923077,11.538461538461538,7.6923076923076925,0.0,11.899055,1.3812284,13.280283,0.0,0,0
38,25,7.7648315,76.0,12.0,12.0,0.0,14.68471,0.9871826,15.671892,0.0,0,0
39,27,9.544474,77.77777777777777,11.11111111111111,11.11111111111111,0.0,11.898118,2.0716925,13.9698105,0.0,0,0
40,31,13.421938,77.41935483870968,12.903225806451612,9.67741935483871,0.0,12.111378,2.1377022,14.24908,0.0,0,0
41,29,11.068443,72.41379310344827,10.344827586206897,17.24137931034483,0.0,16.074022,1.3934534,17.467476,0.0,0,0
