epi,t,reward,normo,hypo,sev_hypo,hyper,lgbi,hgbi,ri,sev_hyper,aBGP_rmse,cBGP_rmse
0,24,6.9833508,83.33333333333333,8.333333333333334,8.333333333333334,0.0,11.126525,2.5837643,13.710289,0.0,0,0
1,31,12.996155,77.41935483870968,9.67741935483871,12.903225806451612,0.0,11.390765,4.6477566,16.03852,0.0,0,0
2,33,14.876972,78.78787878787878,6.0606060606060606,15.151515151515152,0.0,14.020754,2.2268565,16.24761,0.0,0,0
3,25,7.8124924,80.0,8.0,12.0,0.0,12.35976,1.495287,13.855047,0.0,0,0
4,30,12.554087,83.33333333333333,6.666666666666667,10.0,0.0,13.9574795,2.706842,16.664322,0.0,0,0
5,29,11.402372,79.3103448275862,10.344827586206897,10.344827586206897,0.0,11.338942,3.1547284,14.4936695,0.0,0,0
6,29,10.685764,65.51724137931035,13.793103448275861,20.689655172413794,0.0,16.016949,2.009835,18.026783,0.0,0,0
7,23,5.7820663,69.56521739130434,17.391304347826086,13.043478260869565,0.0,11.65223,0.84533757,12.497568,0.0,0,0
8,35,17.22472,80.0,8.571428571428571,11.428571428571429,0.0,11.964655,1.8083988,13.773054,0.0,0,0
9,24,6.69754,75.0,12.5,12.5,0.0,11.156586,2.1222653,13.278851,0.0,0,0
10,29,11.903446,86.20689655172414,3.4482758620689653,10.344827586206897,0.0,10.1341715,1.540615,11.674787,0.0,0,0
11,25,7.66238,80.0,8.0,12.0,0.0,10.202436,3.2719305,13.474367,0.0,0,0
12,36,17.604607,77.77777777777777,5.555555555555555,16.666666666666668,0.0,15.733926,2.6064532,18.34038,0.0,0,0
13,30,12.655022,90.0,3.3333333333333335,6.666666666666667,0.0,8.159974,4.1505857,12.31056,0.0,0,0
14,32,14.036342,75.0,12.5,12.5,0.0,13.154604,3.324217,16.47882,0.0,0,0
15,35,16.826633,74.28571428571429,14.285714285714286,11.428571428571429,0.0,12.953064,1.9568896,14.909954,0.0,0,0
16,28,10.111437,67.85714285714286,14.285714285714286,10.714285714285714,7.142857142857143,13.377445,4.1519375,17.529383,0.0,0,0
17,37,19.295048,78.37837837837837,13.513513513513514,8.108108108108109,0.0,9.748948,2.1438413,11.89279,0.0,0,0
18,47,26.519482,57.4468085106383,12.76595744680851,29.78723404255319,0.0,16.865488,1.5326633,18.398151,0.0,0,0
19,24,7.049465,83.33333333333333,4.166666666666667,12.5,0.0,10.705396,1.1882155,11.893611,0.0,0,0
20,35,17.411587,77.14285714285714,17.142857142857142,5.714285714285714,0.0,7.67847,1.1525277,8.830997,0.0,0,0
21,41,22.74585,78.04878048780488,12.195121951219512,9.75609756097561,0.0,12.681514,2.4238405,15.105354,0.0,0,0
22,49,29.11124,65.3061224489796,16.3265306122449,18.367346938775512,0.0,13.450833,1.8400997,15.290933,0.0,0,0
23,39,21.804207,89.74358974358974,2.5641025641025643,7.6923076923076925,0.0,12.94722,1.3599713,14.307191,0.0,0,0
24,41,22.25058,73.17073170731707,9.75609756097561,17.073170731707318,0.0,15.425873,2.115071,17.540943,0.0,0,0
25,24,6.8393793,79.16666666666667,8.333333333333334,12.5,0.0,14.769586,1.4185113,16.188097,0.0,0,0
26,35,16.843925,74.28571428571429,11.428571428571429,14.285714285714286,0.0,12.52372,2.2663596,14.790079,0.0,0,0
27,25,7.826851,80.0,8.0,12.0,0.0,11.758966,1.7676157,13.526582,0.0,0,0
28,34,15.7125,70.58823529411765,5.882352941176471,23.529411764705884,0.0,14.12877,1.5673001,15.69607,0.0,0,0
29,29,11.54775,86.20689655172414,3.4482758620689653,10.344827586206897,0.0,9.127701,4.0432196,13.17092,0.0,0,0
30,26,9.025585,84.61538461538461,7.6923076923076925,7.6923076923076925,0.0,9.084067,2.2946422,11.37871,0.0,0,0
31,32,14.733386,84.375,6.25,9.375,0.0,13.407959,1.9185299,15.3264885,0.0,0,0
32,33,15.709768,84.84848484848484,6.0606060606060606,9.090909090909092,0.0,11.07617,1.1584078,12.234578,0.0,0,0
33,23,5.921055,73.91304347826087,13.043478260869565,13.043478260869565,0.0,12.125713,1.0547934,13.180507,0.0,0,0
34,29,11.269644,82.75862068965517,6.896551724137931,10.344827586206897,0.0,10.965102,4.680384,15.645487,0.0,0,0
35,29,11.123686,75.86206896551724,6.896551724137931,17.24137931034483,0.0,15.110522,2.6123252,17.722847,0.0,0,0
36,28,10.516506,78.57142857142857,7.142857142857143,14.285714285714286,0.0,14.622173,1.4226882,16.04486,0.0,0,0
37,28,10.921801,82.14285714285714,7.142857142857143,10.714285714285714,0.0,8.863735,2.0020626,10.865798,0.0,0,0
38,30,12.165758,76.66666666666667,10.0,13.333333333333334,0.0,10.865098,2.724611,13.589709,0.0,0,0
39,29,11.569757,82.75862068965517,6.896551724137931,10.344827586206897,0.0,12.379503,3.0187805,15.398284,0.0,0,0
40,31,13.181505,70.96774193548387,16.129032258064516,12.903225806451612,0.0,13.416362,1.8898764,15.306238,0.0,0,0
41,44,26.05542,77.27272727272727,15.909090909090908,6.818181818181818,0.0,8.892996,1.3342956,10.227291,0.0,0,0
42,36,18.46909,83.33333333333333,2.7777777777777777,13.88888888888889,0.0,9.627632,1.4497002,11.0773325,0.0,0,0
43,25,7.4113846,76.0,12.0,12.0,0.0,14.08194,3.005708,17.087648,0.0,0,0
44,35,16.954605,74.28571428571429,17.142857142857142,8.571428571428571,0.0,11.683156,2.445654,14.12881,0.0,0,0
45,35,16.482254,71.42857142857143,14.285714285714286,14.285714285714286,0.0,12.703236,3.5992708,16.302505,0.0,0,0
46,32,14.103648,78.125,9.375,12.5,0.0,12.638509,2.821288,15.459797,0.0,0,0
47,25,7.9013805,84.0,8.0,8.0,0.0,11.146194,2.8765717,14.022766,0.0,0,0
48,28,10.594751,82.14285714285714,7.142857142857143,10.714285714285714,0.0,11.763773,2.8971992,14.660973,0.0,0,0
49,37,19.782463,86.48648648648648,5.405405405405405,8.108108108108109,0.0,7.33684,0.36369267,7.700533,0.0,0,0
50,29,11.587406,79.3103448275862,10.344827586206897,10.344827586206897,0.0,13.652653,1.6227298,15.275383,0.0,0,0
51,33,15.049274,75.75757575757575,12.121212121212121,12.121212121212121,0.0,15.128667,2.4585452,17.587212,0.0,0,0
52,32,14.051582,75.0,15.625,9.375,0.0,13.707863,3.422418,17.130281,0.0,0,0
53,38,19.214436,73.6842105263158,5.2631578947368425,21.05263157894737,0.0,13.532526,2.5535426,16.08607,0.0,0,0
54,34,14.882004,64.70588235294117,8.823529411764707,26.470588235294116,0.0,16.895071,1.9222327,18.817305,0.0,0,0
55,32,13.635923,71.875,6.25,21.875,0.0,14.666714,1.6768564,16.34357,0.0,0,0
56,31,13.896109,90.3225806451613,3.225806451612903,6.451612903225806,0.0,16.546774,2.4771922,19.023966,0.0,0,0
57,29,12.090286,86.20689655172414,6.896551724137931,6.896551724137931,0.0,11.182711,1.3781886,12.5609,0.0,0,0
58,33,15.749722,81.81818181818181,9.090909090909092,9.090909090909092,0.0,7.6152396,0.27042064,7.88566,0.0,0,0
59,35,17.167591,74.28571428571429,14.285714285714286,11.428571428571429,0.0,10.525619,1.335094,11.860712,0.0,0,0
60,35,17.554783,82.85714285714286,5.714285714285714,11.428571428571429,0.0,8.81838,1.4069333,10.225313,0.0,0,0
61,39,19.90429,74.35897435897436,5.128205128205129,20.512820512820515,0.0,15.8671465,2.931635,18.798782,0.0,0,0
62,33,15.237019,75.75757575757575,12.121212121212121,12.121212121212121,0.0,13.289699,1.4922627,14.781961,0.0,0,0
63,29,11.887951,86.20689655172414,3.4482758620689653,10.344827586206897,0.0,7.0452557,2.4650135,9.510269,0.0,0,0
64,34,16.5392,85.29411764705883,5.882352941176471,8.823529411764707,0.0,9.762266,2.3767276,12.138994,0.0,0,0
65,32,14.453146,75.0,15.625,9.375,0.0,11.588401,1.1165477,12.704948,0.0,0,0
66,29,11.924036,82.75862068965517,6.896551724137931,10.344827586206897,0.0,11.062418,1.3364524,12.39887,0.0,0,0
67,28,10.981981,85.71428571428571,7.142857142857143,7.142857142857143,0.0,8.924172,1.9920641,10.916237,0.0,0,0
68,37,19.255344,78.37837837837837,13.513513513513514,8.108108108108109,0.0,10.375968,1.7678763,12.143845,0.0,0,0
69,24,6.9086475,79.16666666666667,12.5,8.333333333333334,0.0,11.376546,2.3939517,13.770497,0.0,0,0
70,25,7.666115,76.0,12.0,12.0,0.0,15.5796,1.956576,17.536177,0.0,0,0
71,35,17.396648,74.28571428571429,17.142857142857142,8.571428571428571,0.0,10.472614,1.6259005,12.098515,0.0,0,0
72,33,15.277721,75.75757575757575,15.151515151515152,9.090909090909092,0.0,11.642747,1.9833006,13.626047,0.0,0,0
73,29,11.561045,79.3103448275862,10.344827586206897,10.344827586206897,0.0,10.666669,2.1793149,12.8459835,0.0,0,0
74,31,13.459045,77.41935483870968,9.67741935483871,12.903225806451612,0.0,12.455801,1.0491835,13.504985,0.0,0,0
75,24,6.1300306,66.66666666666667,12.5,20.833333333333332,0.0,15.357087,2.3145297,17.671618,0.0,0,0
